game_name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,fk_publisher_id,fk_developer_id
NFL 2K2,XB,2002,Sports,0.13,0.04,0.0,0.01,0.18,87.0,18.0,,,E,9,84
MindJack,PS3,2011,Shooter,0.07,0.07,0.0,0.03,0.18,44.0,31.0,1.7,46.0,M,16,982
Marvel Super Hero Squad: Comic Combat,X360,2011,Action,0.13,0.04,0.0,0.01,0.18,,,,,E10+,29,167
NBA Starting Five,PS2,,Sports,0.09,0.07,0.0,0.02,0.18,53.0,10.0,7.3,7.0,E,34,70
NBA Live 16,PS4,2015,Sports,0.1,0.04,0.0,0.03,0.18,59.0,27.0,6.1,70.0,E,8,19
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,0.14,0.02,0.0,0.01,0.18,58.0,15.0,7.8,6.0,T,29,92
Dead or Alive Paradise,PSP,2010,Misc,0.07,0.02,0.07,0.02,0.18,38.0,34.0,5.6,37.0,M,116,397
Dark Souls II,PC,2014,Role-Playing,0.08,0.08,0.0,0.01,0.17,91.0,36.0,7.1,2318.0,T,26,164
The Suffering: Ties That Bind,PS2,2005,Action,0.09,0.07,0.0,0.02,0.17,75.0,37.0,8.0,23.0,M,40,342
EyeToy: Kinetic,PS2,2005,Sports,0.09,0.07,0.0,0.02,0.17,78.0,32.0,8.3,11.0,E,4,224
Transformers: Prime,3DS,2012,Action,0.13,0.02,0.0,0.02,0.17,,,,,,5,2
Fancy Nancy: Tea Party Time!,DS,2010,Adventure,0.16,0.0,0.0,0.01,0.17,,,,,E,29,245
Project Spark,XOne,2014,Misc,0.11,0.05,0.0,0.02,0.17,73.0,26.0,7.0,151.0,E10+,2,377
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,0.09,0.07,0.0,0.02,0.17,54.0,15.0,4.6,5.0,T,162,734
Yakuza Zero: The Place of Oath,PS4,2015,Action,0.0,0.0,0.17,0.0,0.17,,,,,,9,2
The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,0.1,0.07,0.0,0.01,0.17,,,,,,140,2
Cabela's Adventure Camp,Wii,2011,Misc,0.14,0.02,0.0,0.02,0.17,,,,,E,5,975
SEGA Bass Fishing Duel,PS2,2002,Sports,0.09,0.07,0.0,0.02,0.17,68.0,13.0,,,E,9,720
Teen Titans,GBA,,Action,0.13,0.05,0.0,0.0,0.17,61.0,9.0,,,E10+,34,251
Sports Illustrated for Kids: Baseball,GBA,2001,Sports,0.12,0.05,0.0,0.0,0.17,39.0,4.0,,,E,176,765
Mark Davis Pro Bass Challenge,PS2,2002,Sports,0.09,0.07,0.0,0.02,0.17,,,,,E,77,840
Rugrats: Royal Ransom,GC,2002,Platform,0.13,0.03,0.0,0.0,0.17,,,6.7,6.0,E,29,261
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,0.0,0.0,0.17,0.0,0.17,63.0,5.0,7.9,12.0,E,15,86
Warriors of Might and Magic,PS2,2001,Adventure,0.09,0.07,0.0,0.02,0.17,49.0,12.0,4.5,6.0,T,76,734
Rapala Fishing Frenzy 2009,PS3,2008,Sports,0.16,0.0,0.0,0.01,0.17,31.0,4.0,4.4,9.0,E,5,566
Petz: Horseshoe Ranch,DS,2009,Adventure,0.16,0.0,0.0,0.01,0.17,,,,,,6,2
Open Season,GC,2006,Platform,0.13,0.03,0.0,0.0,0.17,59.0,6.0,,,E10+,6,13
Ridge Racer,PSV,2011,Racing,0.03,0.07,0.05,0.02,0.17,44.0,39.0,3.7,59.0,E10+,26,1026
EyePet & Friends,PS3,2011,Simulation,0.06,0.08,0.0,0.03,0.17,,,,,,4,2
Street Fighter: The Movie,PS,1995,Fighting,0.1,0.07,0.0,0.01,0.17,,,,,,31,2
Major League Baseball 2K9,PS3,2009,Sports,0.16,0.0,0.0,0.01,0.17,61.0,19.0,4.0,6.0,E,130,565
World Championship Poker,GBA,2004,Misc,0.12,0.05,0.0,0.0,0.17,66.0,5.0,,,E,67,846
Global Defence Force,PS2,2005,Shooter,0.0,0.0,0.17,0.0,0.17,,,,,,283,2
Major League Baseball 2K6,GC,2006,Sports,0.13,0.03,0.0,0.0,0.17,66.0,8.0,,,E,3,277
WordJong Party,Wii,2008,Puzzle,0.16,0.0,0.0,0.01,0.17,,,,,E,160,1027
SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,,,,16,2
Smash Court Tennis Pro Tournament,PS2,2002,Sports,0.08,0.07,0.0,0.02,0.17,73.0,15.0,7.4,10.0,E,4,33
Super Robot Taisen L,DS,2010,Strategy,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Race Pro,X360,2009,Racing,0.06,0.09,0.0,0.02,0.17,72.0,54.0,7.0,60.0,E,11,1028
The Grim Adventures of Billy & Mandy,GC,2006,Action,0.13,0.03,0.0,0.0,0.17,,,,,,40,2
NBA Inside Drive 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,0.17,71.0,31.0,8.2,11.0,E,2,338
The King of Fighters '97,PS,1998,Fighting,0.0,0.0,0.16,0.01,0.17,,,,,,244,2
Time Commando,PS,1996,Action,0.1,0.07,0.0,0.01,0.17,,,,,,284,2
Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Sports,0.16,0.0,0.0,0.01,0.17,,,,,E,12,768
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Gretzky NHL 2005,PS2,2004,Sports,0.08,0.07,0.0,0.02,0.17,66.0,24.0,9.1,14.0,E,4,368
Dungeon Siege III,PC,2011,Role-Playing,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0,T,16,79
The Hobbit,GC,2003,Platform,0.13,0.03,0.0,0.0,0.17,61.0,17.0,7.3,8.0,E,24,611
MotoGP 15,PS4,2015,Racing,0.0,0.12,0.03,0.02,0.17,66.0,15.0,,,,255,724
Backyard Sports Football: Rookie Rush,DS,2010,Sports,0.16,0.0,0.0,0.01,0.17,,,,,,11,2
Skate it,DS,2008,Sports,0.14,0.02,0.0,0.01,0.17,72.0,13.0,7.8,12.0,E,8,294
Cabela's Legendary Adventures,Wii,2008,Sports,0.16,0.0,0.0,0.01,0.17,,,,,T,5,566
True Crime: New York City,GC,2005,Action,0.13,0.03,0.0,0.0,0.17,59.0,25.0,8.8,24.0,M,5,182
Metal Arms: Glitch in the System,XB,2003,Shooter,0.13,0.04,0.0,0.01,0.17,82.0,35.0,8.7,15.0,T,24,1029
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Toukiden Kiwami,PS4,2015,Action,0.05,0.07,0.02,0.02,0.17,74.0,35.0,7.6,74.0,T,49,1024
Trauma Team,Wii,,Simulation,0.14,0.0,0.02,0.01,0.17,82.0,29.0,8.8,25.0,T,34,356
The Secret World,PC,2012,Role-Playing,0.07,0.08,0.0,0.02,0.17,74.0,55.0,8.2,1326.0,M,285,1030
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,0.08,0.07,0.0,0.02,0.17,,,,,E10+,5,243
ESPN Final Round Golf 2002,GBA,2001,Sports,0.12,0.05,0.0,0.0,0.17,70.0,10.0,,,E,15,1031
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,0.16,0.0,0.0,0.01,0.17,42.0,4.0,,,E10+,160,376
MDK2 Armageddon,PS2,2001,Shooter,0.08,0.07,0.0,0.02,0.17,80.0,19.0,8.3,11.0,T,18,117
Exhibition Volume 02,XB,2003,Misc,0.13,0.04,0.0,0.01,0.17,,,,,,2,2
NHL 2K9,X360,2008,Sports,0.15,0.01,0.0,0.01,0.17,69.0,33.0,6.7,7.0,E10+,3,84
I Spy: Castle,DS,2011,Puzzle,0.16,0.0,0.0,0.01,0.17,,,,,E,118,858
Fight Night Round 2,GC,2005,Fighting,0.13,0.03,0.0,0.0,0.17,87.0,32.0,7.9,7.0,T,8,19
Backbreaker,PS3,,Sports,0.16,0.0,0.0,0.01,0.17,58.0,25.0,7.0,52.0,E,34,1011
Disney's Atlantis: The Lost Empire,PS,2001,Platform,0.1,0.07,0.0,0.01,0.17,73.0,7.0,8.5,6.0,E,4,104
Power Pro Kun Pocket,GB,1999,Sports,0.0,0.0,0.17,0.0,0.17,,,,,,15,2
The King of Fighters '97,SAT,1998,Fighting,0.0,0.0,0.17,0.0,0.17,,,,,,244,2
Tamagotchi no Narikiri Challenge,DS,2010,Action,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Madden NFL 17,X360,2016,Sports,0.14,0.02,0.0,0.02,0.17,,,0.7,6.0,E,8,19
Jewel Match,DS,2010,Puzzle,0.05,0.11,0.0,0.02,0.17,,,,,E,286,1032
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,0.0,0.0,0.16,0.01,0.17,,,,,,26,2
Lost in Blue 3,DS,2007,Adventure,0.09,0.02,0.06,0.01,0.17,59.0,19.0,,,E10+,15,192
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,0.0,0.0,0.16,0.01,0.17,,,,,,120,2
Stormrise,PS3,2009,Strategy,0.13,0.02,0.0,0.02,0.17,51.0,28.0,5.3,20.0,M,9,219
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,0.13,0.04,0.0,0.01,0.17,84.0,55.0,7.9,18.0,M,40,163
X-Men: The Official Game,X360,2006,Action,0.16,0.0,0.0,0.01,0.17,52.0,57.0,6.1,20.0,T,5,301
SWAT: Global Strike Team,XB,2003,Shooter,0.13,0.04,0.0,0.01,0.17,69.0,22.0,6.3,7.0,M,24,91
Horrid Henry: Missions of Mischief,DS,2010,Adventure,0.01,0.14,0.0,0.02,0.17,,,,,E,81,1033
Cabela's Legendary Adventures,PSP,2008,Sports,0.16,0.0,0.0,0.02,0.17,,,,,T,5,566
Pictionary,DS,2010,Puzzle,0.09,0.06,0.0,0.02,0.17,,,,,E,29,429
Hitman: HD Trilogy,X360,2013,Action,0.07,0.08,0.0,0.02,0.17,69.0,14.0,7.2,45.0,M,16,127
MX World Tour Featuring Jamie Little,PS2,2005,Racing,0.08,0.07,0.0,0.02,0.17,52.0,4.0,,,E,97,764
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,0.08,0.07,0.0,0.02,0.17,68.0,21.0,8.7,14.0,T,163,1034
uDraw Studio: Instant Artist,Wii,2011,Misc,0.06,0.09,0.0,0.02,0.17,,,,,E,29,167
Hello Kitty: Happy Party Pals,GBA,2005,Misc,0.12,0.05,0.0,0.0,0.17,,,,,,29,2
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,0.0,0.0,0.17,0.0,0.17,,,,,,15,2
Backyard NFL Football '09,PS2,2008,Sports,0.08,0.07,0.0,0.02,0.17,,,,,,11,2
World Destruction League: Thunder Tanks,PS2,2000,Action,0.08,0.07,0.0,0.02,0.17,65.0,16.0,5.9,7.0,T,76,734
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,0.05,0.1,0.0,0.02,0.17,71.0,13.0,4.9,368.0,M,6,32
Backyard Baseball '10,PS2,2009,Sports,0.08,0.07,0.0,0.02,0.17,,,,,E,11,246
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,0.0,0.0,0.16,0.01,0.17,,,,,,13,2
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,0.07,0.08,0.0,0.02,0.17,,,,,,6,2
PlayStation Move Heroes,PS3,2011,Platform,0.08,0.06,0.0,0.03,0.17,53.0,39.0,6.1,16.0,E10+,4,278
The King of Fighters '95,PS,1996,Fighting,0.0,0.0,0.16,0.01,0.17,,,,,,4,2
RoadKill,PS2,2003,Action,0.08,0.07,0.0,0.02,0.17,71.0,27.0,7.9,11.0,M,40,232
Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,,,,16,2
.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Looney Tunes: Back in Action,GC,2003,Platform,0.13,0.03,0.0,0.0,0.17,64.0,6.0,5.0,4.0,E,20,635
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,0.12,0.03,0.0,0.02,0.17,54.0,6.0,,,E10+,29,167
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,0.14,0.01,0.0,0.02,0.17,56.0,16.0,5.6,8.0,T,33,51
Tak: The Great Juju Challenge,GBA,2005,Platform,0.12,0.05,0.0,0.0,0.17,52.0,6.0,,,E,29,279
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,0.0,0.08,0.08,0.01,0.17,,,,,,15,2
SingStar Motown,PS3,2009,Misc,0.0,0.15,0.0,0.02,0.17,,,,,,4,2
Macross Ultimate Frontier,PSP,2009,Action,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Top Spin 2,X360,2006,Sports,0.15,0.0,0.0,0.01,0.17,75.0,52.0,6.8,25.0,E,3,574
Hunter: The Reckoning Redeemer,XB,2003,Action,0.13,0.04,0.0,0.01,0.17,72.0,26.0,8.6,5.0,M,117,338
Age of Empires III: Complete Collection,PC,2009,Strategy,0.01,0.12,0.0,0.03,0.17,,,8.5,41.0,T,2,377
Captain America: Super Soldier,X360,2011,Action,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0,T,9,69
Tokyo Xtreme Racer,DC,1999,Racing,0.0,0.0,0.17,0.0,0.17,,,,,,105,2
Fighter Maker,PS,1998,Fighting,0.05,0.04,0.07,0.01,0.17,,,,,,95,2
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,0.08,0.05,0.0,0.04,0.17,81.0,50.0,8.7,140.0,M,131,702
Thief: Deadly Shadows,XB,2004,Action,0.13,0.04,0.0,0.01,0.17,82.0,61.0,7.3,12.0,M,22,775
Monkey Island: Special Edition Collection,PC,2011,Adventure,0.0,0.14,0.0,0.03,0.17,,,,,,19,2
MotoGP 10/11,PS3,2011,Racing,0.04,0.1,0.0,0.03,0.17,68.0,32.0,6.1,23.0,E,13,926
NBA 09: The Inside,PSP,2008,Sports,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0,E,4,422
Batman Begins,GBA,2005,Action,0.12,0.05,0.0,0.0,0.17,61.0,5.0,6.9,9.0,E10+,8,68
Mercury Meltdown Revolution,Wii,2007,Action,0.16,0.0,0.0,0.01,0.17,77.0,41.0,7.4,16.0,E,153,843
Glover,PS,1999,Platform,0.09,0.06,0.0,0.01,0.17,,,,,,11,2
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.05,0.0,0.0,0.17,,,,,,34,2
Country Dance: All Stars,X360,2012,Action,0.16,0.0,0.0,0.01,0.17,,,5.2,5.0,E10+,177,338
Let's TAP,Wii,2008,Misc,0.08,0.06,0.01,0.02,0.17,70.0,47.0,6.6,11.0,E,9,719
James Cameron's Dark Angel,PS2,,Action,0.08,0.07,0.0,0.02,0.17,48.0,17.0,6.5,19.0,T,21,312
Mahjong Fight Club,PSP,2004,Misc,0.0,0.0,0.17,0.0,0.17,,,,,,15,2
Turok 3: Shadow of Oblivion,N64,2000,Shooter,0.12,0.05,0.0,0.0,0.17,,,,,,31,2
Bomberman 64: The Second Attack!,N64,1999,Adventure,0.05,0.01,0.11,0.0,0.17,,,,,,68,2
World Driver Championship,N64,1999,Racing,0.14,0.03,0.0,0.0,0.17,,,,,,40,2
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,0.1,0.04,0.0,0.02,0.17,58.0,12.0,6.0,8.0,T,20,65
Spawn: Armageddon,XB,2003,Action,0.13,0.04,0.0,0.01,0.17,57.0,27.0,9.2,5.0,M,8,625
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,0.05,0.03,0.08,0.01,0.17,,,,,,26,2
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.05,0.0,0.0,0.17,,,,,,34,2
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,0.12,0.05,0.0,0.0,0.17,,,,,,1,2
Major League Baseball 2K9,PS2,2009,Sports,0.08,0.06,0.0,0.02,0.17,,,5.4,5.0,E,130,565
Gundam Assault Survive,PSP,2010,Action,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Bee Movie Game,X360,2007,Action,0.16,0.0,0.0,0.01,0.17,71.0,25.0,5.8,13.0,E,5,186
Luxor 3,Wii,2008,Puzzle,0.16,0.0,0.0,0.01,0.17,,,,,E,232,803
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,0.08,0.06,0.0,0.02,0.17,,,,,,33,2
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,0.0,0.0,0.17,0.0,0.17,,,,,,15,2
Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,0.0,0.0,0.17,0.0,0.17,,,,,,154,2
Disney's Home on the Range,GBA,2004,Action,0.12,0.04,0.0,0.0,0.17,65.0,4.0,,,E,33,251
The Rise of the Argonauts,X360,2008,Role-Playing,0.03,0.12,0.0,0.01,0.17,,,,,,35,2
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,0.1,0.0,0.04,0.03,0.17,62.0,24.0,7.6,118.0,M,185,257
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,0.09,0.06,0.0,0.01,0.17,83.0,18.0,7.2,175.0,M,16,303
Space Griffon VF-9,PS,1995,Role-Playing,0.02,0.02,0.12,0.01,0.17,,,,,,287,2
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,0.04,0.12,0.0,0.02,0.17,63.0,12.0,7.7,7.0,E,42,1035
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Transformers: Dark of the Moon,Wii,2011,Action,0.09,0.06,0.0,0.02,0.17,,,,,,5,2
FaceBreaker,PS3,2008,Fighting,0.13,0.02,0.0,0.02,0.17,53.0,37.0,3.8,20.0,T,8,36
Star Wars: Battlefront II,PC,2005,Shooter,0.02,0.13,0.0,0.02,0.17,78.0,23.0,8.8,431.0,T,19,94
Michael Jackson: The Experience 3D,3DS,2011,Misc,0.13,0.03,0.0,0.01,0.17,,,,,,6,2
Gyakuten Saiban 3,GBA,2004,Adventure,0.0,0.0,0.16,0.0,0.17,,,,,,13,2
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,8.8,92.0,T,26,842
Gallop Racer 2001,PS2,2001,Sports,0.05,0.04,0.06,0.01,0.17,71.0,11.0,9.1,56.0,E,49,379
Hellboy: The Science of Evil,PS3,2008,Action,0.13,0.02,0.0,0.02,0.17,47.0,23.0,6.1,10.0,T,15,214
Nightmare Creatures II,PS,2000,Action,0.09,0.06,0.0,0.01,0.17,,,,,,15,2
MotoGP 09/10,X360,2010,Racing,0.07,0.09,0.0,0.02,0.17,69.0,41.0,5.7,41.0,E,13,926
Bratz Kidz,Wii,2008,Misc,0.16,0.0,0.0,0.01,0.17,,,,,E,102,1036
N3 II: Ninety-Nine Nights,X360,2010,Action,0.06,0.06,0.04,0.01,0.17,,,,,,2,2
Catwoman,PS2,2004,Action,0.08,0.06,0.0,0.02,0.17,46.0,35.0,6.9,13.0,T,8,91
Garfield: Lasagna World Tour,PS2,2007,Action,0.08,0.06,0.0,0.02,0.17,,,,,E,288,1036
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.04,0.0,0.0,0.17,,,,,,34,2
Bomberman B-Daman,SNES,1996,Shooter,0.0,0.0,0.17,0.0,0.17,,,,,,68,2
Monsters vs. Aliens,X360,2009,Action,0.12,0.03,0.0,0.01,0.17,63.0,31.0,6.6,7.0,E10+,5,186
Beat Down: Fists of Vengeance,PS2,2005,Action,0.04,0.03,0.09,0.01,0.17,48.0,33.0,8.1,12.0,M,13,268
World Destruction League: Thunder Tanks,PS,2000,Action,0.09,0.06,0.0,0.01,0.17,35.0,4.0,1.2,6.0,T,76,734
Terminator 3: The Redemption,PS2,2004,Shooter,0.08,0.06,0.0,0.02,0.17,68.0,29.0,8.0,11.0,T,11,252
Reloaded,PS,1996,Action,0.09,0.06,0.0,0.01,0.17,,,,,,264,2
Sword of the Samurai,PS2,,Fighting,0.0,0.0,0.17,0.0,0.17,,,,,,6,2
Anarchy Reigns,X360,2012,Action,0.12,0.02,0.02,0.01,0.17,73.0,38.0,7.9,105.0,M,9,290
SSX On Tour,GC,2005,Sports,0.13,0.03,0.0,0.0,0.17,80.0,27.0,7.5,14.0,E,8,36
Bladestorm: Nightmare,PS4,2015,Action,0.08,0.04,0.03,0.02,0.17,58.0,33.0,6.5,21.0,T,49,189
Fairytale Fights,X360,2009,Action,0.14,0.02,0.0,0.01,0.17,51.0,47.0,6.2,12.0,M,289,1037
LEGO Marvel Super Heroes,PC,2013,Action,0.04,0.12,0.0,0.01,0.17,78.0,7.0,8.1,124.0,E10+,20,183
Hot Wheels: Beat That!,X360,2007,Racing,0.15,0.0,0.0,0.01,0.17,,,,,,5,2
Ashes Cricket 2009,PS3,2009,Sports,0.0,0.15,0.0,0.01,0.17,,,,,,35,2
James Bond 007: Everything or Nothing,GBA,2003,Shooter,0.12,0.04,0.0,0.0,0.17,73.0,17.0,8.3,11.0,T,8,244
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,0.0,0.0,0.17,0.0,0.17,,,,,,26,2
Shrek Extra Large,GC,2002,Platform,0.13,0.03,0.0,0.0,0.17,36.0,6.0,5.6,23.0,T,71,477
Final Fantasy V,PS,1998,Role-Playing,0.0,0.0,0.16,0.01,0.17,,,,,,10,2
World Tour Soccer 2006,PS2,2004,Sports,0.08,0.06,0.0,0.02,0.17,56.0,20.0,6.0,7.0,E,4,224
Gunvalkyrie,XB,2002,Shooter,0.13,0.04,0.0,0.01,0.17,73.0,28.0,7.3,10.0,T,53,868
Camp Rock: The Final Jam,DS,2010,Misc,0.14,0.02,0.0,0.01,0.17,,,,,,33,2
NickToons: Racing,PS,2001,Racing,0.09,0.06,0.0,0.01,0.17,,,,,,28,2
Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,0.16,0.0,0.0,0.01,0.17,,,,,E,58,693
VR Golf '97,PS,1996,Sports,0.09,0.06,0.0,0.01,0.17,,,,,,264,2
State of Emergency,XB,2003,Action,0.13,0.04,0.0,0.01,0.17,67.0,21.0,6.3,11.0,M,3,229
Off-World Interceptor Extreme,PS,1995,Racing,0.09,0.06,0.0,0.01,0.17,,,,,,109,2
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,0.0,0.0,0.17,0.0,0.17,,,,,,228,2
Disney Golf,PS2,2002,Sports,0.07,0.06,0.02,0.02,0.17,72.0,10.0,8.3,7.0,E,8,627
The Naked Brothers Band: The Video Game,PS2,2008,Misc,0.08,0.06,0.0,0.02,0.17,,,,,,29,2
Fuzion Frenzy 2,X360,2007,Misc,0.14,0.01,0.0,0.01,0.17,49.0,47.0,5.2,31.0,E10+,2,17
Demon Gaze,PSV,2013,Role-Playing,0.04,0.02,0.08,0.02,0.17,70.0,38.0,7.4,129.0,T,131,1038
Clock Tower II: The Struggle Within,PS,1998,Adventure,0.02,0.01,0.12,0.01,0.17,49.0,5.0,5.7,7.0,M,190,1039
Batman Beyond: Return of the Joker,PS,2000,Action,0.09,0.06,0.0,0.01,0.17,,,4.3,7.0,,6,1040
My French Coach,DS,2007,Misc,0.14,0.01,0.0,0.01,0.17,,,,,E,6,13
Backyard NFL Football '10,Wii,2009,Sports,0.16,0.0,0.0,0.01,0.17,,,,,,11,2
CSI: Fatal Conspiracy,X360,2010,Adventure,0.11,0.04,0.0,0.01,0.17,42.0,9.0,4.8,4.0,M,6,847
Mega Man Network Transmission,GC,2003,Platform,0.13,0.03,0.0,0.0,0.17,65.0,28.0,7.6,13.0,E,13,372
Densetsu no Stafi 4,DS,2006,Platform,0.0,0.0,0.17,0.0,0.17,,,,,,1,2
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,,,,91,2
Fairytale Fights,PS3,2009,Action,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6.0,22.0,M,289,1037
How to Train Your Dragon 2,X360,2014,Adventure,0.05,0.1,0.0,0.01,0.17,,,2.9,7.0,E10+,241,710
Tokimeki Memorial: Private Collection,PS,1996,Misc,0.0,0.0,0.16,0.01,0.17,,,,,,15,2
Magical Starsign (US sales),DS,2006,Role-Playing,0.14,0.02,0.0,0.0,0.17,,,,,,1,2
RC Revenge Pro,PS2,2000,Racing,0.08,0.06,0.0,0.02,0.17,49.0,13.0,7.6,7.0,E,31,311
G-Force,X360,2009,Action,0.11,0.05,0.0,0.01,0.17,68.0,33.0,7.0,9.0,E10+,33,104
Surf's Up,Wii,2007,Sports,0.15,0.0,0.0,0.01,0.17,64.0,9.0,,,E10+,6,53
Buzz! Brain of the UK,PS3,2009,Misc,0.0,0.15,0.0,0.01,0.17,,,,,,4,2
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,0.13,0.04,0.0,0.01,0.17,50.0,15.0,5.0,7.0,M,22,501
Gauntlet: Dark Legacy,XB,2002,Action,0.13,0.04,0.0,0.01,0.17,54.0,9.0,8.9,10.0,T,40,163
Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,,,,68,2
Time and Eternity,PS3,2012,Role-Playing,0.06,0.03,0.06,0.02,0.17,42.0,40.0,5.0,78.0,T,131,798
Lost Kingdoms,GC,2002,Role-Playing,0.1,0.02,0.04,0.0,0.17,72.0,22.0,8.0,15.0,T,5,164
Brunswick Cosmic Bowling,Wii,2010,Sports,0.16,0.0,0.0,0.01,0.17,,,,,E,177,751
Pursuit Force: Extreme Justice,PSP,2007,Action,0.07,0.06,0.0,0.03,0.17,73.0,44.0,7.6,11.0,T,4,388
Disney Sing It: Family Hits,PS3,2010,Misc,0.11,0.03,0.0,0.02,0.17,72.0,4.0,,,E,33,445
Matchbox Cross Town Heroes,GBA,2002,Racing,0.12,0.04,0.0,0.0,0.17,,,,,,29,2
The Cursed Crusade,PS3,2011,Action,0.07,0.06,0.01,0.03,0.17,45.0,17.0,5.0,26.0,M,233,1041
Ridge Racer Unbounded,PS3,2012,Racing,0.05,0.09,0.0,0.03,0.17,72.0,20.0,6.0,29.0,T,26,729
Wolfenstein 3D,GBA,2002,Shooter,0.12,0.04,0.0,0.0,0.17,57.0,9.0,6.0,7.0,M,176,1042
Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,0.0,0.0,0.17,0.0,0.17,,,,,,49,2
NHL 07,PSP,2006,Sports,0.13,0.02,0.0,0.02,0.17,76.0,7.0,6.6,23.0,E10+,8,19
I'm A Celebrity: Get Me Out of Here!,Wii,2009,Misc,0.0,0.16,0.0,0.01,0.17,,,,,,52,2
Dementium: The Ward,DS,2007,Shooter,0.15,0.01,0.0,0.01,0.17,72.0,48.0,7.9,37.0,M,81,1043
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,0.0,0.0,0.17,0.0,0.17,57.0,25.0,7.3,15.0,E10+,26,248
Dragon Quest X,3DS,2014,Role-Playing,0.0,0.0,0.17,0.0,0.17,,,,,,16,2
Learning to Spell,DS,2010,Misc,0.16,0.0,0.0,0.01,0.17,,,,,E,12,667
